EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000247853,ENSG00000247853,lncRNA,-0.366991157,0.094664404,0.69149391,0.012981589
ENSG00000114650,SCAP,protein_coding,-0.123986854,0.094664646,6.581854658,0.01298783
ENSG00000088320,REM1,protein_coding,-0.38039286,0.094738613,2.20438041,0.013010405
ENSG00000144677,CTDSPL,protein_coding,-0.176029384,0.094738613,4.964734619,0.013008033
ENSG00000074621,SLC24A1,protein_coding,-0.120218068,0.09486451,5.0006305,0.013058802
ENSG00000105248,YJU2,protein_coding,0.180533773,0.09486451,3.109932353,0.013057591
ENSG00000121903,ZSCAN20,protein_coding,-0.151198611,0.09486451,3.287844956,0.013042953
ENSG00000163156,SCNM1,protein_coding,-0.24163353,0.09486451,5.39200654,0.013035237
ENSG00000177600,RPLP2,protein_coding,0.221705547,0.09486451,7.167068113,0.013048005
ENSG00000001561,ENPP4,protein_coding,0.224232518,0.094927439,6.380800816,0.01308032
ENSG00000014164,ZC3H3,protein_coding,0.146634061,0.094927439,4.053869403,0.01308863
ENSG00000172795,DCP2,protein_coding,-0.137992737,0.094927439,6.121184178,0.013092367
ENSG00000231767,RPS27AP5,protein_coding,0.287906599,0.094927439,0.696822377,0.013086589
ENSG00000197226,TBC1D9B,protein_coding,0.133701968,0.095098587,7.936768491,0.013122208
ENSG00000152969,JAKMIP1,protein_coding,-0.633618891,0.095335422,1.344361708,0.01316114
ENSG00000184923,NUTM2A,protein_coding,0.505689586,0.095478799,2.409846637,0.013187195
ENSG00000137207,YIPF3,protein_coding,0.107210328,0.095654537,5.689821454,0.013217741
ENSG00000167701,GPT,protein_coding,-0.407421612,0.095865209,0.538360107,0.013253139
ENSG00000113742,CPEB4,protein_coding,-0.194856497,0.095885854,8.461416491,0.013262281
ENSG00000114923,SLC4A3,protein_coding,-0.189174961,0.096017661,5.394421524,0.013286809
ENSG00000163378,EOGT,protein_coding,0.207465199,0.096074166,4.86701397,0.013300929
ENSG00000172775,PSME3IP1,protein_coding,0.078163287,0.096100686,6.325215107,0.013310903
ENSG00000089775,ZBTB25,protein_coding,-0.160312473,0.096131237,5.440524899,0.013322377
ENSG00000257591,ZNF625,protein_coding,0.193992884,0.096131237,2.704288189,0.013327744
ENSG00000122642,FKBP9,protein_coding,-0.158737092,0.096244949,7.521940021,0.013349821
ENSG00000024862,CCDC28A,protein_coding,0.218902113,0.096298556,3.648273032,0.013408469
ENSG00000095015,MAP3K1,protein_coding,-0.216537028,0.096298556,7.459527258,0.013414811
ENSG00000100592,DAAM1,protein_coding,0.212968848,0.096298556,6.620928578,0.013409154
ENSG00000133028,SCO1,protein_coding,-0.089490575,0.096298556,5.330744773,0.013414235
ENSG00000162129,CLPB,protein_coding,-0.123768439,0.096298556,4.563299502,0.013372801
ENSG00000170653,ATF7,protein_coding,0.124480268,0.096298556,6.162290255,0.013420411
ENSG00000172366,MCRIP2,protein_coding,-0.195520001,0.096298556,4.799567859,0.013376535
ENSG00000174579,MSL2,protein_coding,-0.134303927,0.096298556,6.012124432,0.013397725
ENSG00000182568,SATB1,protein_coding,-0.188055939,0.096298556,5.500893873,0.013367669
ENSG00000260101,ENSG00000260101,lncRNA,-0.300574161,0.096298556,0.383666641,0.013398184
ENSG00000153107,ANAPC1,protein_coding,-0.111323496,0.096460667,6.159440412,0.01344933
ENSG00000134575,ACP2,protein_coding,0.190649077,0.096523531,5.699462449,0.013464425
ENSG00000178104,PDE4DIP,protein_coding,-0.159925869,0.096610986,8.08701158,0.013489296
ENSG00000270504,ENSG00000270504,lncRNA,0.291202052,0.096610986,2.957632616,0.01348789
ENSG00000100911,PSME2,protein_coding,0.178306338,0.096652191,4.770928812,0.013501388
ENSG00000132300,PTCD3,protein_coding,-0.127636647,0.096851674,6.508954674,0.013539061
ENSG00000148158,SNX30,protein_coding,-0.148141066,0.096851674,6.097517805,0.013541958
ENSG00000249896,LINC02495,transcribed_unprocessed_pseudogene,-0.444542729,0.097079933,0.118900934,0.01358024
ENSG00000085415,SEH1L,protein_coding,-0.144429267,0.097091877,5.397198186,0.013603889
ENSG00000157514,TSC22D3,protein_coding,0.343054962,0.097091877,4.922584681,0.013597231
ENSG00000197555,SIPA1L1,protein_coding,-0.103437139,0.097091877,10.14013502,0.013597955
ENSG00000250722,SELENOP,protein_coding,-0.213961729,0.097091877,10.626766,0.013607381
ENSG00000231721,LINC-PINT,lncRNA,0.334858662,0.097105267,4.601071381,0.013615626
ENSG00000003249,DBNDD1,protein_coding,0.488351787,0.097108299,4.050556511,0.013622419
ENSG00000175183,CSRP2,protein_coding,0.392133669,0.097215996,4.849678657,0.013643903
ENSG00000109171,SLAIN2,protein_coding,-0.095821934,0.097351029,6.403971395,0.013682008
ENSG00000146540,C7orf50,protein_coding,0.207226061,0.097351029,5.309006742,0.013673532
ENSG00000170745,KCNS3,protein_coding,-0.438492372,0.097351029,6.429523971,0.013680172
ENSG00000164023,SGMS2,protein_coding,0.50689193,0.097448084,4.224516394,0.01372138
ENSG00000168785,TSPAN5,protein_coding,-0.259639846,0.097448084,6.859992982,0.013722111
ENSG00000176170,SPHK1,protein_coding,1.740908268,0.097448084,3.346053226,0.013710973
ENSG00000198324,PHETA1,protein_coding,0.195745769,0.097448084,3.644128467,0.013727603
ENSG00000254614,ENSG00000254614,lncRNA,-0.431434071,0.097448084,0.475294879,0.013724998
ENSG00000170191,NANP,protein_coding,-0.128735072,0.097451099,3.445255409,0.013734418
ENSG00000148303,RPL7A,protein_coding,0.208784374,0.097508705,9.115443098,0.013757496
ENSG00000162496,DHRS3,protein_coding,-0.317744685,0.097508705,7.655085312,0.013757346
ENSG00000196233,LCOR,protein_coding,-0.137321587,0.097508705,6.091556303,0.013761722
ENSG00000111581,NUP107,protein_coding,-0.084575123,0.097632055,5.149156862,0.013791936
ENSG00000129534,MIS18BP1,protein_coding,0.183937883,0.097632055,4.074637368,0.013785687
ENSG00000170011,MYRIP,protein_coding,-0.451452933,0.097668753,5.89053262,0.013803526
ENSG00000091136,LAMB1,protein_coding,-1.046001361,0.097773397,6.036322973,0.013825806
ENSG00000148297,MED22,protein_coding,0.13085226,0.097773397,5.686680529,0.013832839
ENSG00000184185,KCNJ12,protein_coding,-0.277182967,0.097773397,7.149814665,0.013837552
ENSG00000198753,PLXNB3,protein_coding,-0.47958343,0.097824062,2.018920978,0.013857173
ENSG00000205133,TRIQK,protein_coding,-0.09337694,0.097824062,5.445227679,0.013857553
ENSG00000149806,FAU,protein_coding,0.197851852,0.097858275,6.614218046,0.013875236
ENSG00000157110,RBPMS,protein_coding,1.302110548,0.097858275,2.31291412,0.013869116
ENSG00000137868,STRA6,protein_coding,1.237213066,0.097934955,4.39513986,0.013896298
ENSG00000169169,CPT1C,protein_coding,-0.216574412,0.097934955,3.910007792,0.013898953
ENSG00000101052,IFT52,protein_coding,0.122246797,0.097955879,4.688850802,0.01392762
ENSG00000121989,ACVR2A,protein_coding,-0.176688571,0.097955879,4.761484337,0.013918912
ENSG00000162300,ZFPL1,protein_coding,0.098778355,0.097955879,4.737641429,0.013922015
ENSG00000232859,LYRM9,protein_coding,0.144119689,0.097955879,3.821839878,0.013919622
ENSG00000006715,VPS41,protein_coding,-0.122322858,0.098008831,7.000937122,0.013941998
ENSG00000125520,SLC2A4RG,protein_coding,0.179227112,0.098008831,4.881721119,0.013948004
ENSG00000106351,AGFG2,protein_coding,-0.252408057,0.09805836,5.348412007,0.013961483
ENSG00000165688,PMPCA,protein_coding,-0.102743507,0.098075367,5.26942213,0.013989633
ENSG00000183888,SRARP,protein_coding,0.665946202,0.098075367,1.221423634,0.013978485
ENSG00000254995,STX16-NPEPL1,protein_coding,0.461376516,0.098075367,0.712254177,0.013981129
ENSG00000255197,ENSG00000255197,lncRNA,0.326780076,0.098075367,1.163068086,0.013986864
ENSG00000231028,LINC00271,lncRNA,0.256898424,0.098156965,1.802765689,0.01400771
ENSG00000126522,ASL,protein_coding,0.286565118,0.098272404,2.969042947,0.014030628
ENSG00000130856,ZNF236,protein_coding,-0.13746726,0.098400064,5.224262002,0.014059176
ENSG00000140988,RPS2,protein_coding,0.21828598,0.098400064,9.150723143,0.014061762
ENSG00000144136,SLC20A1,protein_coding,-0.284503923,0.098432142,4.820897166,0.014072801
ENSG00000105612,DNASE2,protein_coding,-0.126838741,0.098478909,5.610849405,0.014092404
ENSG00000177000,MTHFR,protein_coding,0.320147239,0.098478909,5.485608721,0.014086358
ENSG00000117298,ECE1,protein_coding,0.629763211,0.098479593,5.550934518,0.01410382
ENSG00000138185,ENTPD1,protein_coding,-0.530512248,0.098479593,1.570553256,0.014105419
ENSG00000151320,AKAP6,protein_coding,0.223703252,0.098523829,5.464861253,0.014118217
ENSG00000090686,USP48,protein_coding,-0.084739388,0.098524375,5.980597131,0.014124756
ENSG00000110693,SOX6,protein_coding,0.468243477,0.098565627,5.86388749,0.014154167
ENSG00000136052,SLC41A2,protein_coding,0.332458192,0.098565627,3.811433907,0.014155717
ENSG00000139263,LRIG3,protein_coding,0.221853754,0.098565627,4.9585251,0.014137659
ENSG00000169247,SH3TC2,protein_coding,-0.359134184,0.098565627,3.999454997,0.014156527
ENSG00000164687,FABP5,protein_coding,0.804071462,0.098587287,7.895098114,0.014166103
ENSG00000137809,ITGA11,protein_coding,1.425037305,0.098601671,2.13511432,0.014181103
ENSG00000143164,DCAF6,protein_coding,-0.141580397,0.098601671,6.642131172,0.014180674
ENSG00000162373,BEND5,protein_coding,-0.267601416,0.098675441,4.547490153,0.014198184
ENSG00000078053,AMPH,protein_coding,-0.469784208,0.098675926,4.752882538,0.01421023
ENSG00000121864,ZNF639,protein_coding,-0.086747194,0.098675926,4.953807986,0.014211197
ENSG00000189079,ARID2,protein_coding,-0.105760815,0.098759893,6.535769727,0.014229767
ENSG00000103811,CTSH,protein_coding,-0.222330762,0.098762106,4.450000843,0.014236563
ENSG00000124532,MRS2,protein_coding,-0.142832222,0.098995509,5.324496241,0.014290859
ENSG00000130021,PUDP,protein_coding,-0.196041916,0.098995509,4.339338093,0.014287726
ENSG00000182749,PAQR7,protein_coding,0.192101902,0.098995509,4.295628105,0.014293563
ENSG00000211448,DIO2,protein_coding,0.580880285,0.098995509,2.052820202,0.014296177
ENSG00000157450,RNF111,protein_coding,-0.101594772,0.099017158,5.974239482,0.014305797
ENSG00000187049,TMEM216,protein_coding,0.194525691,0.099027002,2.737258778,0.014313714
ENSG00000120334,CENPL,protein_coding,0.161862595,0.099077264,2.284764644,0.014327477
ENSG00000137872,SEMA6D,protein_coding,-0.461973104,0.0991073,4.089522204,0.01433832
ENSG00000130304,SLC27A1,protein_coding,-0.169077521,0.099284813,4.935912691,0.014370513
ENSG00000113282,CLINT1,protein_coding,-0.133431908,0.099289509,6.205448542,0.014384216
ENSG00000143952,VPS54,protein_coding,-0.107669127,0.099289509,5.461117239,0.0143783
ENSG00000143546,S100A8,protein_coding,-1.523675052,0.099335039,2.118725247,0.014410356
ENSG00000179918,SEPHS2,protein_coding,-0.151226807,0.099335039,5.30042223,0.014402337
ENSG00000234420,ZNF37BP,transcribed_processed_pseudogene,-0.165974822,0.099335039,5.344352086,0.014404825
ENSG00000237973,MTCO1P12,unprocessed_pseudogene,-0.405256135,0.099396514,10.11190749,0.014425793
ENSG00000106415,GLCCI1,protein_coding,-0.281926795,0.099407516,3.102742117,0.014460834
ENSG00000124177,CHD6,protein_coding,-0.127828625,0.099407516,7.766315365,0.014456859
ENSG00000188004,SNHG28,lncRNA,-0.240296638,0.099407516,3.66271037,0.014463516
ENSG00000213551,DNAJC9,protein_coding,0.123403283,0.099407516,4.36517059,0.014466099
ENSG00000227733,ENSG00000227733,lncRNA,0.273704746,0.099407516,2.035562596,0.014445335
ENSG00000269693,ENSG00000269693,protein_coding,-0.178435994,0.099407516,3.681333073,0.014466506
ENSG00000137404,NRM,protein_coding,0.317830571,0.09963196,1.489121829,0.014505702
ENSG00000160124,MIX23,protein_coding,-0.203289125,0.099703091,2.203339081,0.014522597
ENSG00000205129,C4orf47,protein_coding,0.310388317,0.099729059,1.049686568,0.01453292
ENSG00000188112,C6orf132,protein_coding,-1.05655285,0.099913116,3.230499387,0.014572847
ENSG00000204301,NOTCH4,protein_coding,-0.273007466,0.099913116,3.532045338,0.014570518
ENSG00000049540,ELN,protein_coding,0.593349557,0.100171714,4.062563613,0.014633258
ENSG00000081019,RSBN1,protein_coding,-0.117231945,0.100171714,5.982939079,0.014621419
ENSG00000146457,WTAP,protein_coding,0.144890576,0.100171714,6.505453892,0.014624487
ENSG00000254772,EEF1G,protein_coding,0.223270921,0.100171714,9.244906822,0.014636843
ENSG00000105185,PDCD5,protein_coding,0.233844016,0.100237256,2.665199397,0.01465863
ENSG00000171443,ZNF524,protein_coding,0.162051116,0.100237256,2.438577827,0.014659567
ENSG00000080823,MOK,protein_coding,0.202403883,0.100494743,3.208576934,0.014710406
ENSG00000099917,MED15,protein_coding,0.134533644,0.100494743,6.077843035,0.014709987
ENSG00000114739,ACVR2B,protein_coding,-0.194607429,0.100495921,5.779813835,0.01472376
ENSG00000188039,NWD1,protein_coding,0.510533972,0.100495921,2.499395083,0.014717746
ENSG00000171811,CFAP46,protein_coding,-0.281289964,0.100666375,1.440487688,0.014755335
ENSG00000005448,WDR54,protein_coding,-0.172164242,0.100790408,4.824161613,0.014789439
ENSG00000141446,ESCO1,protein_coding,-0.092091659,0.100790408,5.097338516,0.014781442
ENSG00000204160,ZDHHC18,protein_coding,0.168451582,0.100790408,3.327081386,0.014793346
ENSG00000108306,FBXL20,protein_coding,-0.16618217,0.100870546,6.12924213,0.014811723
ENSG00000100906,NFKBIA,protein_coding,0.290388491,0.100874123,6.136922029,0.014818864
ENSG00000156504,PABIR2,protein_coding,0.101978048,0.101115824,5.06251372,0.014861002
ENSG00000163638,ADAMTS9,protein_coding,0.983954894,0.101182764,3.030992257,0.014877476
ENSG00000154710,RABGEF1,protein_coding,0.196536517,0.101213868,5.675419545,0.014895325
ENSG00000213853,EMP2,protein_coding,-0.688945565,0.101213868,2.941924103,0.014891443
ENSG00000109220,CHIC2,protein_coding,0.242711429,0.101294632,4.467280631,0.014913854
ENSG00000144645,OSBPL10,protein_coding,0.169826285,0.101620048,6.126576163,0.014975095
ENSG00000242265,PEG10,protein_coding,-0.478155571,0.101620048,1.521259235,0.014974944
ENSG00000066654,THUMPD1,protein_coding,0.08571807,0.101763327,6.259308811,0.015002883
ENSG00000177946,CENPBD1,transcribed_unitary_pseudogene,-0.127711215,0.101781778,3.994334003,0.015012278
ENSG00000267422,ENSG00000267422,transcribed_processed_pseudogene,-0.229417677,0.10191005,0.274352103,0.015037881
ENSG00000159840,ZYX,protein_coding,0.415128296,0.101940821,6.49124508,0.015049107
ENSG00000015532,XYLT2,protein_coding,-0.143840738,0.102005161,5.167961376,0.015066548
ENSG00000166685,COG1,protein_coding,0.094794147,0.102005161,5.505266723,0.015071985
ENSG00000004897,CDC27,protein_coding,-0.072721671,0.102083783,6.252538331,0.015095293
ENSG00000073578,SDHA,protein_coding,-0.163176979,0.102083783,6.850071732,0.015096992
ENSG00000115159,GPD2,protein_coding,0.154007886,0.102116461,4.975843801,0.015108521
ENSG00000101040,ZMYND8,protein_coding,-0.249721582,0.102209295,6.229624309,0.01512896
ENSG00000165271,NOL6,protein_coding,0.126482188,0.102248276,4.911498425,0.015141435
ENSG00000204272,NBDY,protein_coding,0.130865232,0.102305905,4.847955381,0.015156679
ENSG00000153814,JAZF1,protein_coding,-0.185748369,0.102474642,6.448525918,0.015188398
ENSG00000133687,TMTC1,protein_coding,-0.797490462,0.102507676,5.317145053,0.015200017
ENSG00000241684,ADAMTS9-AS2,lncRNA,0.545025435,0.102741739,1.900294127,0.015241462
ENSG00000145241,CENPC,protein_coding,-0.13076026,0.103086886,5.268413855,0.015299424
ENSG00000005156,LIG3,protein_coding,0.101893658,0.103214546,5.711262809,0.015338678
ENSG00000164695,CHMP4C,protein_coding,0.419267852,0.103214546,2.956592578,0.015336497
ENSG00000165807,PPP1R36,protein_coding,0.45231413,0.103214546,0.579576123,0.015332102
ENSG00000276728,ENSG00000276728,lncRNA,0.216991875,0.103294287,2.271162499,0.015357302
ENSG00000142453,CARM1,protein_coding,0.193368483,0.103355095,3.846329886,0.015385209
ENSG00000163535,SGO2,protein_coding,-0.160963165,0.103355095,2.659264853,0.015377883
ENSG00000251396,LINC01301,lncRNA,-0.267012062,0.103355095,0.269844287,0.015386678
ENSG00000131844,MCCC2,protein_coding,-0.112973189,0.103406914,6.107697703,0.015403849
ENSG00000141519,CCDC40,protein_coding,0.249942176,0.103406914,1.986364503,0.015407956
ENSG00000152942,RAD17,protein_coding,-0.10215493,0.103537523,5.226233663,0.015460941
ENSG00000170445,HARS1,protein_coding,0.121940012,0.103537523,5.145312487,0.015442587
ENSG00000185664,PMEL,protein_coding,0.728983365,0.103537523,2.231119826,0.015441288
ENSG00000213341,CHUK,protein_coding,-0.11214058,0.103537523,5.260518204,0.015457076
ENSG00000260729,ENSG00000260729,protein_coding,0.402559782,0.103537523,2.330764596,0.015461368
ENSG00000198554,WDHD1,protein_coding,-0.147036063,0.103565762,2.817207622,0.015472377
ENSG00000090971,NAT14,protein_coding,0.161526426,0.103634598,3.830383371,0.015489457
ENSG00000141232,TOB1,protein_coding,-0.298698347,0.103676896,6.667171219,0.015502579
ENSG00000170322,NFRKB,protein_coding,-0.141760588,0.103747749,5.047907994,0.015526781
ENSG00000175354,PTPN2,protein_coding,0.16533489,0.103747749,4.22473425,0.015524677
ENSG00000148248,SURF4,protein_coding,0.126737128,0.103774541,7.161945323,0.015542317
ENSG00000164096,C4orf3,protein_coding,-0.11752097,0.103774541,7.836662577,0.015544403
ENSG00000100528,CNIH1,protein_coding,0.142467082,0.103817514,5.407602003,0.015557648
ENSG00000225764,P3H2-AS1,lncRNA,-0.307458262,0.103855411,1.454612411,0.015570138
ENSG00000107771,CCSER2,protein_coding,-0.11554803,0.103922324,7.072600486,0.015599133
ENSG00000165757,JCAD,protein_coding,-0.580686037,0.103922324,4.424367087,0.015599914
ENSG00000273136,NBPF26,protein_coding,0.343816772,0.103922324,4.755159374,0.015600616
ENSG00000120162,MOB3B,protein_coding,-0.568392689,0.10393175,5.041412357,0.015613374
ENSG00000227124,ZNF717,protein_coding,-0.156346993,0.10393175,4.861210075,0.015615664
ENSG00000197122,SRC,protein_coding,0.225715094,0.103963293,4.149000997,0.015627221
ENSG00000151327,FAM177A1,protein_coding,0.15536326,0.104017558,5.299350143,0.0156422
ENSG00000103642,LACTB,protein_coding,-0.162285772,0.104020269,3.485484357,0.015656251
ENSG00000224424,PRKAR2A-AS1,lncRNA,-0.164636545,0.104020269,3.263230026,0.0156509
ENSG00000133704,IPO8,protein_coding,-0.092297565,0.104033999,6.387381933,0.015671963
ENSG00000152939,MARVELD2,protein_coding,-0.345549536,0.104033999,4.668572873,0.015670366
ENSG00000116191,RALGPS2,protein_coding,-0.17523257,0.104102437,5.618523439,0.0156891
ENSG00000135541,AHI1,protein_coding,0.17024983,0.104127368,5.890383677,0.015699686
ENSG00000077254,USP33,protein_coding,-0.091615039,0.104194867,5.999881108,0.015723123
ENSG00000125962,ARMCX5,protein_coding,0.123117624,0.104194867,3.996304156,0.015730364
ENSG00000265148,TSPOAP1-AS1,lncRNA,-0.353933386,0.104194867,1.54989307,0.015728859
ENSG00000078804,TP53INP2,protein_coding,0.47271298,0.104226456,5.647791146,0.015741968
ENSG00000111981,ULBP1,protein_coding,0.478156686,0.104227217,1.13345554,0.015755754
ENSG00000260273,ENSG00000260273,lncRNA,-0.368384966,0.104227217,0.554670689,0.015755145
